Heart_rate_variability_ms,Sleep_Stage,Group_Label,Group_Type
80.0,Light,Above Normal (>60%),Above Normal
80.0,Light,Above Normal (>60%),Above Normal
53.0,Light,Above Normal (>60%),Above Normal
53.0,Light,Above Normal (>60%),Above Normal
38.0,Light,Normal (40–60%),Normal
63.0,Light,Above Normal (>60%),Above Normal
76.0,Light,Above Normal (>60%),Above Normal
23.0,Light,Below Normal (<40%),Below Normal
23.0,Light,Below Normal (<40%),Below Normal
23.0,Light,Below Normal (<40%),Below Normal
96.0,Light,Above Normal (>60%),Above Normal
36.0,Light,Above Normal (>60%),Above Normal
36.0,Light,Above Normal (>60%),Above Normal
24.0,Light,Above Normal (>60%),Above Normal
61.0,Light,Above Normal (>60%),Above Normal
77.0,Light,Above Normal (>60%),Above Normal
77.0,Light,Above Normal (>60%),Above Normal
36.0,Light,Above Normal (>60%),Above Normal
36.0,Light,Above Normal (>60%),Above Normal
36.0,Light,Above Normal (>60%),Above Normal
89.0,Light,Above Normal (>60%),Above Normal
60.0,Light,Above Normal (>60%),Above Normal
60.0,Light,Above Normal (>60%),Above Normal
60.0,Light,Above Normal (>60%),Above Normal
35.0,Light,Normal (40–60%),Normal
35.0,Light,Normal (40–60%),Normal
56.0,Light,Above Normal (>60%),Above Normal
73.0,Light,Above Normal (>60%),Above Normal
73.0,Light,Above Normal (>60%),Above Normal
41.0,Light,Above Normal (>60%),Above Normal
41.0,Light,Above Normal (>60%),Above Normal
47.0,Light,Normal (40–60%),Normal
24.0,Light,Normal (40–60%),Normal
24.0,Light,Normal (40–60%),Normal
24.0,Light,Normal (40–60%),Normal
71.0,Light,Normal (40–60%),Normal
70.0,Light,Above Normal (>60%),Above Normal
44.0,Light,Normal (40–60%),Normal
36.0,Light,Normal (40–60%),Normal
51.0,Light,Above Normal (>60%),Above Normal
51.0,Light,Above Normal (>60%),Above Normal
38.0,Light,Below Normal (<40%),Below Normal
38.0,Light,Below Normal (<40%),Below Normal
84.0,Light,Above Normal (>60%),Above Normal
84.0,Light,Above Normal (>60%),Above Normal
82.0,Light,Above Normal (>60%),Above Normal
31.0,Light,Normal (40–60%),Normal
40.0,Light,Below Normal (<40%),Below Normal
40.0,Light,Below Normal (<40%),Below Normal
92.0,Light,Normal (40–60%),Normal
92.0,Light,Normal (40–60%),Normal
39.0,Light,Below Normal (<40%),Below Normal
39.0,Light,Below Normal (<40%),Below Normal
63.0,Light,Above Normal (>60%),Above Normal
70.0,Light,Above Normal (>60%),Above Normal
57.0,Light,Above Normal (>60%),Above Normal
57.0,Light,Above Normal (>60%),Above Normal
40.0,Light,Above Normal (>60%),Above Normal
80.0,Light,Normal (40–60%),Normal
80.0,Light,Normal (40–60%),Normal
44.0,Light,Above Normal (>60%),Above Normal
44.0,Light,Above Normal (>60%),Above Normal
44.0,Light,Above Normal (>60%),Above Normal
50.0,Light,Below Normal (<40%),Below Normal
86.0,Light,Above Normal (>60%),Above Normal
86.0,Light,Above Normal (>60%),Above Normal
32.0,Light,Normal (40–60%),Normal
50.0,Light,Normal (40–60%),Normal
50.0,Light,Normal (40–60%),Normal
50.0,Light,Normal (40–60%),Normal
50.0,Light,Normal (40–60%),Normal
72.0,Light,Above Normal (>60%),Above Normal
54.0,Light,Above Normal (>60%),Above Normal
34.0,Light,Above Normal (>60%),Above Normal
20.0,Light,Below Normal (<40%),Below Normal
63.0,Light,Above Normal (>60%),Above Normal
48.0,Light,Above Normal (>60%),Above Normal
48.0,Light,Above Normal (>60%),Above Normal
79.0,Light,Above Normal (>60%),Above Normal
79.0,Light,Above Normal (>60%),Above Normal
37.0,Light,Normal (40–60%),Normal
50.0,Light,Above Normal (>60%),Above Normal
50.0,Light,Above Normal (>60%),Above Normal
50.0,Light,Above Normal (>60%),Above Normal
84.0,Light,Above Normal (>60%),Above Normal
67.0,Light,Above Normal (>60%),Above Normal
30.0,Light,Above Normal (>60%),Above Normal
52.0,Light,Above Normal (>60%),Above Normal
52.0,Light,Above Normal (>60%),Above Normal
52.0,Light,Above Normal (>60%),Above Normal
52.0,Light,Above Normal (>60%),Above Normal
52.0,Light,Above Normal (>60%),Above Normal
52.0,Light,Above Normal (>60%),Above Normal
44.0,Light,Below Normal (<40%),Below Normal
44.0,Light,Below Normal (<40%),Below Normal
69.0,Light,Above Normal (>60%),Above Normal
72.0,Light,Above Normal (>60%),Above Normal
48.0,Light,Above Normal (>60%),Above Normal
30.0,Light,Above Normal (>60%),Above Normal
92.0,Light,Above Normal (>60%),Above Normal
60.0,Light,Above Normal (>60%),Above Normal
40.0,Light,Normal (40–60%),Normal
101.0,Light,Above Normal (>60%),Above Normal
44.0,Light,Above Normal (>60%),Above Normal
28.0,Light,Above Normal (>60%),Above Normal
35.0,Light,Normal (40–60%),Normal
95.0,Light,Above Normal (>60%),Above Normal
34.0,Light,Above Normal (>60%),Above Normal
77.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Above Normal (>60%),Above Normal
70.0,Light,Above Normal (>60%),Above Normal
39.0,Light,Above Normal (>60%),Above Normal
60.0,Light,Above Normal (>60%),Above Normal
88.0,Light,Above Normal (>60%),Above Normal
88.0,Light,Above Normal (>60%),Above Normal
43.0,Light,Below Normal (<40%),Below Normal
66.0,Light,Above Normal (>60%),Above Normal
66.0,Light,Above Normal (>60%),Above Normal
79.0,Light,Above Normal (>60%),Above Normal
56.0,Light,Above Normal (>60%),Above Normal
56.0,Light,Above Normal (>60%),Above Normal
31.0,Light,Normal (40–60%),Normal
46.0,Light,Below Normal (<40%),Below Normal
46.0,Light,Below Normal (<40%),Below Normal
71.0,Light,Above Normal (>60%),Above Normal
56.0,Light,Above Normal (>60%),Above Normal
56.0,Light,Above Normal (>60%),Above Normal
56.0,Light,Above Normal (>60%),Above Normal
67.0,Light,Normal (40–60%),Normal
58.0,Light,Above Normal (>60%),Above Normal
38.0,Light,Normal (40–60%),Normal
35.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Above Normal (>60%),Above Normal
64.0,Light,Above Normal (>60%),Above Normal
64.0,Light,Above Normal (>60%),Above Normal
42.0,Light,Above Normal (>60%),Above Normal
63.0,Light,Above Normal (>60%),Above Normal
40.0,Light,Below Normal (<40%),Below Normal
80.0,Light,Above Normal (>60%),Above Normal
80.0,Light,Above Normal (>60%),Above Normal
46.0,Light,Normal (40–60%),Normal
55.0,Light,Above Normal (>60%),Above Normal
55.0,Light,Above Normal (>60%),Above Normal
86.0,Light,Above Normal (>60%),Above Normal
51.0,Light,Above Normal (>60%),Above Normal
51.0,Light,Above Normal (>60%),Above Normal
36.0,Light,Below Normal (<40%),Below Normal
79.0,Light,Above Normal (>60%),Above Normal
79.0,Light,Above Normal (>60%),Above Normal
79.0,Light,Above Normal (>60%),Above Normal
58.0,Light,Above Normal (>60%),Above Normal
40.0,Light,Below Normal (<40%),Below Normal
71.0,Light,Above Normal (>60%),Above Normal
71.0,Light,Above Normal (>60%),Above Normal
62.0,Light,Above Normal (>60%),Above Normal
62.0,Light,Above Normal (>60%),Above Normal
62.0,Light,Above Normal (>60%),Above Normal
48.0,Light,Below Normal (<40%),Below Normal
71.0,Light,Above Normal (>60%),Above Normal
48.0,Light,Below Normal (<40%),Below Normal
72.0,Light,Above Normal (>60%),Above Normal
72.0,Light,Above Normal (>60%),Above Normal
30.0,Light,Below Normal (<40%),Below Normal
57.0,Light,Above Normal (>60%),Above Normal
34.0,Light,Normal (40–60%),Normal
78.0,Light,Above Normal (>60%),Above Normal
63.0,Light,Above Normal (>60%),Above Normal
22.0,Light,Below Normal (<40%),Below Normal
50.0,Light,Normal (40–60%),Normal
77.0,Light,Above Normal (>60%),Above Normal
77.0,Light,Above Normal (>60%),Above Normal
77.0,Light,Above Normal (>60%),Above Normal
51.0,Light,Above Normal (>60%),Above Normal
100.0,Light,Above Normal (>60%),Above Normal
56.0,Light,Above Normal (>60%),Above Normal
54.0,Light,Below Normal (<40%),Below Normal
61.0,Light,Above Normal (>60%),Above Normal
61.0,Light,Above Normal (>60%),Above Normal
45.0,Light,Above Normal (>60%),Above Normal
47.0,Light,Above Normal (>60%),Above Normal
59.0,Light,Above Normal (>60%),Above Normal
59.0,Light,Above Normal (>60%),Above Normal
59.0,Light,Above Normal (>60%),Above Normal
51.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Above Normal (>60%),Above Normal
79.0,Light,Above Normal (>60%),Above Normal
79.0,Light,Above Normal (>60%),Above Normal
79.0,Light,Above Normal (>60%),Above Normal
40.0,Light,Above Normal (>60%),Above Normal
40.0,Light,Above Normal (>60%),Above Normal
40.0,Light,Above Normal (>60%),Above Normal
37.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Normal (40–60%),Normal
27.0,Light,Above Normal (>60%),Above Normal
78.0,Light,Above Normal (>60%),Above Normal
81.0,Light,Above Normal (>60%),Above Normal
81.0,Light,Above Normal (>60%),Above Normal
81.0,Light,Above Normal (>60%),Above Normal
69.0,Light,Above Normal (>60%),Above Normal
69.0,Light,Above Normal (>60%),Above Normal
50.0,Light,Normal (40–60%),Normal
68.0,Light,Above Normal (>60%),Above Normal
68.0,Light,Above Normal (>60%),Above Normal
45.0,Light,Normal (40–60%),Normal
67.0,Light,Above Normal (>60%),Above Normal
39.0,Light,Below Normal (<40%),Below Normal
73.0,Light,Above Normal (>60%),Above Normal
51.0,Light,Above Normal (>60%),Above Normal
51.0,Light,Above Normal (>60%),Above Normal
51.0,Light,Above Normal (>60%),Above Normal
51.0,Light,Above Normal (>60%),Above Normal
81.0,Light,Above Normal (>60%),Above Normal
81.0,Light,Above Normal (>60%),Above Normal
81.0,Light,Above Normal (>60%),Above Normal
52.0,Light,Above Normal (>60%),Above Normal
43.0,Light,Normal (40–60%),Normal
43.0,Light,Normal (40–60%),Normal
77.0,Light,Above Normal (>60%),Above Normal
77.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Normal (40–60%),Normal
49.0,Light,Normal (40–60%),Normal
67.0,Light,Above Normal (>60%),Above Normal
67.0,Light,Above Normal (>60%),Above Normal
54.0,Light,Normal (40–60%),Normal
54.0,Light,Normal (40–60%),Normal
54.0,Light,Normal (40–60%),Normal
61.0,Light,Normal (40–60%),Normal
61.0,Light,Normal (40–60%),Normal
58.0,Light,Above Normal (>60%),Above Normal
76.0,Light,Normal (40–60%),Normal
39.0,Light,Below Normal (<40%),Below Normal
35.0,Light,Above Normal (>60%),Above Normal
48.0,Light,Below Normal (<40%),Below Normal
62.0,Light,Above Normal (>60%),Above Normal
62.0,Light,Above Normal (>60%),Above Normal
69.0,Light,Above Normal (>60%),Above Normal
63.0,Light,Above Normal (>60%),Above Normal
63.0,Light,Above Normal (>60%),Above Normal
73.0,Light,Above Normal (>60%),Above Normal
47.0,Light,Below Normal (<40%),Below Normal
40.0,Light,Below Normal (<40%),Below Normal
65.0,Light,Above Normal (>60%),Above Normal
56.0,Light,Above Normal (>60%),Above Normal
56.0,Light,Above Normal (>60%),Above Normal
56.0,Light,Above Normal (>60%),Above Normal
56.0,Light,Above Normal (>60%),Above Normal
56.0,Light,Above Normal (>60%),Above Normal
74.0,Light,Above Normal (>60%),Above Normal
74.0,Light,Above Normal (>60%),Above Normal
59.0,Light,Above Normal (>60%),Above Normal
41.0,Light,Normal (40–60%),Normal
85.0,Light,Above Normal (>60%),Above Normal
85.0,Light,Above Normal (>60%),Above Normal
44.0,Light,Normal (40–60%),Normal
56.0,Light,Above Normal (>60%),Above Normal
66.0,Light,Above Normal (>60%),Above Normal
66.0,Light,Above Normal (>60%),Above Normal
32.0,Light,Normal (40–60%),Normal
53.0,Light,Above Normal (>60%),Above Normal
67.0,Light,Above Normal (>60%),Above Normal
58.0,Light,Below Normal (<40%),Below Normal
54.0,Light,Above Normal (>60%),Above Normal
60.0,Light,Above Normal (>60%),Above Normal
60.0,Light,Above Normal (>60%),Above Normal
52.0,Light,Normal (40–60%),Normal
56.0,Light,Above Normal (>60%),Above Normal
60.0,Light,Above Normal (>60%),Above Normal
48.0,Light,Normal (40–60%),Normal
76.0,Light,Normal (40–60%),Normal
55.0,Light,Normal (40–60%),Normal
57.0,Light,Above Normal (>60%),Above Normal
69.0,Light,Above Normal (>60%),Above Normal
53.0,Light,Above Normal (>60%),Above Normal
38.0,Light,Above Normal (>60%),Above Normal
67.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Below Normal (<40%),Below Normal
49.0,Light,Below Normal (<40%),Below Normal
61.0,Light,Above Normal (>60%),Above Normal
60.0,Light,Above Normal (>60%),Above Normal
60.0,Light,Above Normal (>60%),Above Normal
61.0,Light,Normal (40–60%),Normal
32.0,Light,Normal (40–60%),Normal
65.0,Light,Above Normal (>60%),Above Normal
56.0,Light,Normal (40–60%),Normal
36.0,Light,Normal (40–60%),Normal
56.0,Light,Above Normal (>60%),Above Normal
69.0,Light,Above Normal (>60%),Above Normal
40.0,Light,Below Normal (<40%),Below Normal
77.0,Light,Above Normal (>60%),Above Normal
77.0,Light,Above Normal (>60%),Above Normal
66.0,Light,Normal (40–60%),Normal
55.0,Light,Above Normal (>60%),Above Normal
74.0,Light,Above Normal (>60%),Above Normal
74.0,Light,Above Normal (>60%),Above Normal
57.0,Light,Above Normal (>60%),Above Normal
80.0,Light,Above Normal (>60%),Above Normal
80.0,Light,Above Normal (>60%),Above Normal
50.0,Light,Above Normal (>60%),Above Normal
81.0,Light,Above Normal (>60%),Above Normal
81.0,Light,Above Normal (>60%),Above Normal
63.0,Light,Normal (40–60%),Normal
31.0,Light,Below Normal (<40%),Below Normal
33.0,Light,Normal (40–60%),Normal
70.0,Light,Above Normal (>60%),Above Normal
70.0,Light,Above Normal (>60%),Above Normal
43.0,Light,Normal (40–60%),Normal
56.0,Light,Above Normal (>60%),Above Normal
20.0,Light,Normal (40–60%),Normal
29.0,Light,Below Normal (<40%),Below Normal
63.0,Light,Above Normal (>60%),Above Normal
55.0,Light,Above Normal (>60%),Above Normal
41.0,Light,Below Normal (<40%),Below Normal
34.0,Light,Above Normal (>60%),Above Normal
56.0,Light,Above Normal (>60%),Above Normal
74.0,Light,Above Normal (>60%),Above Normal
62.0,Light,Above Normal (>60%),Above Normal
59.0,Light,Above Normal (>60%),Above Normal
35.0,Light,Normal (40–60%),Normal
69.0,Light,Above Normal (>60%),Above Normal
54.0,Light,Below Normal (<40%),Below Normal
44.0,Light,Below Normal (<40%),Below Normal
67.0,Light,Above Normal (>60%),Above Normal
67.0,Light,Above Normal (>60%),Above Normal
66.0,Light,Below Normal (<40%),Below Normal
34.0,Light,Normal (40–60%),Normal
57.0,Light,Above Normal (>60%),Above Normal
67.0,Light,Above Normal (>60%),Above Normal
74.0,Light,Above Normal (>60%),Above Normal
51.0,Light,Above Normal (>60%),Above Normal
77.0,Light,Above Normal (>60%),Above Normal
77.0,Light,Above Normal (>60%),Above Normal
63.0,Light,Above Normal (>60%),Above Normal
40.0,Light,Normal (40–60%),Normal
94.0,Light,Normal (40–60%),Normal
49.0,Light,Above Normal (>60%),Above Normal
35.0,Light,Normal (40–60%),Normal
56.0,Light,Above Normal (>60%),Above Normal
56.0,Light,Above Normal (>60%),Above Normal
38.0,Light,Normal (40–60%),Normal
73.0,Light,Above Normal (>60%),Above Normal
73.0,Light,Above Normal (>60%),Above Normal
79.0,Light,Above Normal (>60%),Above Normal
37.0,Light,Above Normal (>60%),Above Normal
29.0,Light,Above Normal (>60%),Above Normal
78.0,Light,Above Normal (>60%),Above Normal
78.0,Light,Above Normal (>60%),Above Normal
61.0,Light,Above Normal (>60%),Above Normal
50.0,Light,Above Normal (>60%),Above Normal
69.0,Light,Above Normal (>60%),Above Normal
82.0,Light,Above Normal (>60%),Above Normal
52.0,Light,Normal (40–60%),Normal
83.0,Light,Above Normal (>60%),Above Normal
57.0,Light,Normal (40–60%),Normal
65.0,Light,Above Normal (>60%),Above Normal
53.0,Light,Above Normal (>60%),Above Normal
37.0,Light,Normal (40–60%),Normal
70.0,Light,Above Normal (>60%),Above Normal
55.0,Light,Above Normal (>60%),Above Normal
42.0,Light,Normal (40–60%),Normal
81.0,Light,Above Normal (>60%),Above Normal
81.0,Light,Above Normal (>60%),Above Normal
50.0,Light,Above Normal (>60%),Above Normal
53.0,Light,Normal (40–60%),Normal
42.0,Light,Above Normal (>60%),Above Normal
80.0,Light,Above Normal (>60%),Above Normal
39.0,Light,Above Normal (>60%),Above Normal
59.0,Light,Normal (40–60%),Normal
25.0,Light,Normal (40–60%),Normal
66.0,Light,Normal (40–60%),Normal
57.0,Light,Above Normal (>60%),Above Normal
47.0,Light,Above Normal (>60%),Above Normal
48.0,Light,Above Normal (>60%),Above Normal
67.0,Light,Above Normal (>60%),Above Normal
82.0,Light,Normal (40–60%),Normal
94.0,Light,Above Normal (>60%),Above Normal
43.0,Light,Above Normal (>60%),Above Normal
58.0,Light,Normal (40–60%),Normal
94.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Normal (40–60%),Normal
59.0,Light,Above Normal (>60%),Above Normal
59.0,Light,Above Normal (>60%),Above Normal
42.0,Light,Above Normal (>60%),Above Normal
90.0,Light,Above Normal (>60%),Above Normal
90.0,Light,Above Normal (>60%),Above Normal
37.0,Light,Above Normal (>60%),Above Normal
51.0,Light,Above Normal (>60%),Above Normal
78.0,Light,Above Normal (>60%),Above Normal
78.0,Light,Above Normal (>60%),Above Normal
78.0,Light,Above Normal (>60%),Above Normal
29.0,Light,Normal (40–60%),Normal
29.0,Light,Normal (40–60%),Normal
43.0,Light,Above Normal (>60%),Above Normal
43.0,Light,Above Normal (>60%),Above Normal
58.0,Light,Normal (40–60%),Normal
84.0,Light,Above Normal (>60%),Above Normal
38.0,Light,Above Normal (>60%),Above Normal
50.0,Light,Normal (40–60%),Normal
57.0,Light,Above Normal (>60%),Above Normal
35.0,Light,Above Normal (>60%),Above Normal
72.0,Light,Above Normal (>60%),Above Normal
72.0,Light,Above Normal (>60%),Above Normal
51.0,Light,Above Normal (>60%),Above Normal
61.0,Light,Normal (40–60%),Normal
86.0,Light,Above Normal (>60%),Above Normal
23.0,Light,Normal (40–60%),Normal
69.0,Light,Above Normal (>60%),Above Normal
69.0,Light,Above Normal (>60%),Above Normal
61.0,Light,Normal (40–60%),Normal
85.0,Light,Above Normal (>60%),Above Normal
85.0,Light,Above Normal (>60%),Above Normal
27.0,Light,Above Normal (>60%),Above Normal
60.0,Light,Above Normal (>60%),Above Normal
65.0,Light,Normal (40–60%),Normal
87.0,Light,Above Normal (>60%),Above Normal
27.0,Light,Above Normal (>60%),Above Normal
27.0,Light,Above Normal (>60%),Above Normal
27.0,Light,Above Normal (>60%),Above Normal
62.0,Light,Above Normal (>60%),Above Normal
60.0,Light,Normal (40–60%),Normal
76.0,Light,Above Normal (>60%),Above Normal
76.0,Light,Above Normal (>60%),Above Normal
76.0,Light,Above Normal (>60%),Above Normal
76.0,Light,Above Normal (>60%),Above Normal
33.0,Light,Above Normal (>60%),Above Normal
48.0,Light,Above Normal (>60%),Above Normal
39.0,Light,Above Normal (>60%),Above Normal
83.0,Light,Above Normal (>60%),Above Normal
83.0,Light,Above Normal (>60%),Above Normal
83.0,Light,Above Normal (>60%),Above Normal
29.0,Light,Above Normal (>60%),Above Normal
45.0,Light,Above Normal (>60%),Above Normal
45.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Above Normal (>60%),Above Normal
88.0,Light,Above Normal (>60%),Above Normal
88.0,Light,Above Normal (>60%),Above Normal
27.0,Light,Above Normal (>60%),Above Normal
